,DQN
12477,-1
12478,-1
12479,-1
12480,-1
12481,-1
12482,-4
12483,-1
12484,-3
12485,-1
12486,0
12487,-3
12488,-1
12489,0
12490,-1
12491,-3
12492,-4
12493,-2
12494,-1
12495,-1
12496,-3
12497,1
12498,-2
12499,0
12500,1
12501,-3
12502,-2
12503,-2
12504,-2
12505,-1
12506,-2
12507,-1
12508,0
12509,-2
12510,-2
12511,-2
12512,0
12513,0
12514,0
12515,0
12516,-1
12517,-1
12518,-1
12519,-2
12520,-1
12521,-3
12522,-1
12523,-1
12524,-1
12525,0
12526,-3
12527,0
12528,-2
12529,-1
12530,0
12531,0
12532,-4
12533,0
12534,0
12535,-2
12536,-2
12537,0
12538,0
12539,-2
12540,0
12541,0
12542,-1
12543,1
12544,0
12545,0
12546,-1
12547,-1
12548,0
12549,0
12550,-5
12551,-1
12552,-1
12553,0
12554,-1
12555,0
12556,0
12557,-2
12558,-1
12559,-4
12560,-5
12561,-1
12562,-1
12563,-2
12564,0
12565,-3
12566,0
12567,1
12568,-1
12569,-3
12570,-4
12571,1
12572,1
12573,-1
12574,-1
12575,0
12576,0
12577,-1
12578,-1
12579,-2
12580,-2
12581,-1
12582,-1
12583,-1
12584,0
12585,0
12586,-1
12587,-1
12588,0
12589,0
12590,0
12591,0
12592,-1
12593,0
12594,0
12595,-1
12596,0
12597,-1
12598,0
12599,0
12600,0
12601,1
12602,-1
12603,-2
12604,-1
12605,-1
12606,0
12607,-1
12608,-1
12609,-3
12610,0
12611,0
12612,-4
12613,-1
12614,-2
12615,0
12616,-1
12617,0
12618,-2
12619,-1
12620,-1
12621,-1
12622,-1
12623,-2
12624,-1
12625,-1
12626,1
12627,0
12628,-1
12629,-1
12630,-2
12631,-2
12632,-2
12633,0
12634,-2
12635,-1
12636,-2
12637,-2
12638,-1
12639,0
12640,0
12641,1
12642,-3
12643,-2
12644,0
12645,1
12646,1
12647,-1
12648,0
12649,0
12650,-2
12651,0
12652,-3
12653,0
12654,0
12655,-1
12656,-1
12657,0
12658,-5
12659,0
12660,0
12661,0
12662,-2
12663,1
12664,-4
12665,0
12666,-1
12667,0
12668,-4
12669,-1
12670,-1
12671,-2
12672,-1
12673,-1
12674,-1
12675,-2
12676,-1
12677,-1
12678,1
12679,1
12680,-1
12681,-2
12682,0
12683,0
12684,-2
12685,-5
12686,0
12687,0
12688,-7
12689,0
12690,-1
12691,-3
12692,0
12693,1
12694,-4
12695,-1
12696,-1
12697,-1
12698,1
12699,-3
12700,-3
12701,0
12702,-1
12703,-1
12704,-1
12705,0
12706,-2
12707,-4
12708,-2
12709,0
12710,-2
12711,-2
12712,-1
12713,0
12714,0
12715,-2
12716,-4
12717,-1
12718,-2
12719,-1
12720,0
12721,-1
12722,0
12723,-1
12724,0
12725,-2
12726,0
12727,-2
12728,-1
12729,-1
12730,-1
12731,1
12732,-2
12733,-1
12734,0
12735,-2
12736,-1
12737,0
12738,-1
12739,1
12740,0
12741,0
12742,0
12743,-4
12744,0
12745,1
12746,-1
12747,0
12748,-2
12749,-1
12750,-3
12751,0
12752,0
12753,0
12754,-2
12755,0
12756,-3
12757,-1
12758,-1
12759,-2
12760,0
12761,0
12762,1
12763,0
12764,-1
12765,0
12766,0
12767,0
12768,0
12769,-3
12770,0
12771,1
12772,1
12773,-1
12774,-1
12775,-1
12776,1
12777,-2
12778,0
12779,0
12780,0
12781,-1
12782,-1
12783,0
12784,-1
12785,-1
12786,-1
12787,-1
12788,-3
12789,-1
12790,-1
12791,0
12792,-2
12793,-1
12794,-1
12795,1
12796,-1
12797,0
12798,0
12799,0
12800,-2
12801,1
12802,-2
12803,-3
12804,-1
12805,1
12806,0
12807,1
12808,-2
12809,-1
12810,-1
12811,-1
12812,1
12813,-1
12814,-1
12815,-1
12816,1
12817,-1
12818,-1
12819,0
12820,0
12821,0
12822,-2
12823,-1
12824,1
12825,0
12826,-1
12827,-2
12828,0
12829,0
12830,-1
12831,1
12832,-6
12833,-1
12834,0
12835,0
12836,0
12837,-2
12838,-4
12839,0
12840,-1
12841,-1
12842,-2
12843,-1
12844,-2
12845,-2
12846,1
12847,-4
12848,0
12849,-1
12850,-2
12851,-1
12852,0
12853,1
12854,-2
12855,0
12856,-2
12857,-1
12858,-3
12859,-2
12860,-3
12861,-2
12862,-1
12863,0
12864,0
12865,-2
12866,0
12867,-2
12868,-1
12869,-1
12870,-1
12871,-1
12872,-3
12873,-1
12874,0
12875,0
12876,-2
12877,-1
12878,-7
12879,0
12880,-2
12881,-1
12882,-1
12883,-4
12884,0
12885,0
12886,-1
12887,-1
12888,0
12889,-2
12890,-1
12891,-1
12892,-3
12893,-4
12894,-1
12895,-1
12896,-2
12897,-4
12898,0
12899,-1
12900,-1
12901,1
12902,-1
12903,-1
12904,-1
12905,-4
12906,-1
12907,0
12908,0
12909,-4
12910,0
12911,0
12912,-3
12913,-1
12914,-1
12915,0
12916,0
12917,-1
12918,0
12919,0
12920,-1
12921,-3
12922,-3
12923,-3
12924,-2
12925,-1
12926,0
12927,-1
12928,-1
12929,-1
12930,-1
12931,-1
12932,-2
12933,-2
12934,-1
12935,-2
12936,-2
12937,-3
12938,-2
12939,-2
12940,-2
12941,0
12942,1
12943,-1
12944,-1
12945,-1
12946,0
12947,-2
12948,1
12949,-1
12950,0
12951,-3
12952,-4
12953,-2
12954,0
12955,-2
12956,0
12957,-1
12958,-1
12959,-1
12960,-1
12961,0
12962,0
12963,-1
12964,-2
12965,-1
12966,-1
12967,0
12968,1
12969,0
12970,-1
12971,-3
12972,-1
12973,-1
12974,0
12975,-2
12976,-2
12977,0
12978,-3
12979,-3
12980,0
12981,-2
12982,1
12983,0
12984,0
12985,-3
12986,0
12987,1
12988,0
12989,1
12990,-4
12991,-1
12992,-2
12993,-1
12994,-1
12995,0
12996,-1
12997,1
12998,0
12999,-2
13000,0
13001,-1
13002,-4
13003,-2
13004,-4
13005,-1
13006,-1
13007,0
13008,0
13009,-2
13010,-4
13011,-3
13012,-2
13013,0
13014,0
13015,-2
13016,-1
13017,-4
13018,-3
13019,-1
13020,-1
13021,-1
13022,-2
13023,-5
13024,-4
13025,-4
13026,1
13027,-1
13028,-1
13029,-1
13030,0
13031,1
13032,-4
13033,0
13034,0
13035,-3
13036,0
13037,-5
13038,1
13039,-2
13040,0
13041,0
13042,-2
13043,-1
13044,0
13045,-2
13046,0
13047,-1
13048,-3
13049,-2
13050,-2
13051,-2
13052,-4
13053,-4
13054,-4
13055,-1
13056,-4
13057,0
13058,-4
13059,-4
13060,-2
13061,-5
13062,-2
13063,-1
13064,1
13065,0
13066,0
13067,-1
13068,0
13069,-1
13070,-1
13071,0
13072,-2
13073,-2
13074,-2
13075,-2
13076,-2
13077,0
13078,-2
13079,-1
13080,0
13081,-2
13082,-2
13083,0
13084,-2
13085,-2
13086,-2
13087,-2
13088,0
13089,-1
13090,-2
13091,-1
13092,0
13093,0
13094,1
13095,-1
13096,0
13097,0
13098,-1
13099,-1
13100,1
13101,-1
13102,-1
13103,0
13104,-1
13105,1
13106,-1
13107,-2
13108,0
13109,-1
13110,-1
13111,0
13112,-2
13113,-1
13114,0
13115,0
13116,-1
13117,0
13118,-3
13119,0
13120,0
13121,-1
13122,-2
13123,0
13124,-1
13125,0
13126,0
13127,-3
13128,-1
13129,1
13130,-1
13131,-1
13132,0
13133,-1
13134,1
13135,0
13136,-3
13137,-1
13138,-2
13139,1
13140,-2
13141,-2
13142,1
13143,-2
13144,0
13145,-5
13146,-2
13147,0
13148,-1
13149,-1
13150,-2
13151,-1
13152,0
13153,0
13154,-4
13155,0
13156,0
13157,1
13158,-2
13159,-1
13160,-2
13161,-1
13162,0
13163,-3
13164,-2
13165,-2
13166,-1
13167,0
13168,-1
13169,-1
13170,1
13171,-2
13172,-2
13173,-1
13174,0
13175,-2
13176,-3
13177,-1
13178,0
13179,-1
13180,1
13181,1
13182,-2
13183,-3
13184,0
13185,0
13186,-1
13187,-1
13188,-1
13189,0
13190,-1
13191,-1
13192,-3
13193,-7
13194,-7
13195,-1
13196,0
13197,-2
13198,0
13199,0
13200,-1
13201,-1
13202,0
13203,-2
13204,-1
13205,-2
13206,-2
13207,-1
13208,0
13209,-1
13210,-2
13211,0
13212,-1
13213,0
13214,-2
13215,-3
13216,0
13217,0
13218,0
13219,-1
13220,-1
13221,-1
13222,-1
13223,-1
13224,-2
13225,0
13226,-1
13227,0
13228,-1
13229,0
13230,0
13231,0
13232,1
13233,-3
13234,0
13235,0
13236,1
13237,-2
13238,-1
13239,-5
13240,0
13241,-3
13242,-3
13243,-1
13244,-1
13245,-1
13246,-1
13247,-1
13248,1
13249,-3
13250,-4
13251,-3
13252,0
13253,-1
13254,-2
13255,0
13256,-3
13257,-1
13258,0
13259,1
13260,0
13261,0
13262,-2
13263,1
13264,-1
13265,-2
13266,-3
13267,-1
13268,-1
13269,-2
13270,-2
13271,-1
13272,-1
13273,-1
13274,0
13275,-1
13276,-3
13277,-2
13278,-1
13279,-3
13280,0
13281,0
13282,-5
13283,-3
13284,-2
13285,-4
13286,0
13287,-1
13288,-2
13289,0
13290,-2
13291,-1
13292,-2
13293,0
13294,-8
13295,-1
13296,-1
13297,-2
13298,0
13299,-1
13300,-1
13301,-3
13302,0
13303,-2
13304,-1
13305,-1
13306,-3
13307,-2
13308,0
13309,-2
13310,1
13311,-2
13312,-2
13313,0
13314,0
13315,-8
13316,0
13317,-1
13318,-1
13319,-1
13320,-1
13321,-1
13322,0
13323,0
13324,-1
13325,0
13326,1
13327,-6
13328,-1
13329,0
13330,-4
13331,0
13332,-1
13333,0
13334,0
13335,-1
13336,-2
13337,0
13338,-1
13339,0
13340,-1
13341,-1
13342,0
13343,0
13344,0
13345,0
13346,-2
13347,-1
13348,1
13349,-1
13350,-3
13351,0
13352,0
13353,-1
13354,1
13355,0
13356,-4
13357,0
13358,1
13359,0
13360,-1
13361,-2
13362,-1
13363,-1
13364,-1
13365,0
13366,0
13367,0
13368,-1
13369,0
13370,-1
13371,-2
13372,0
13373,-5
13374,1
13375,0
13376,1
13377,1
13378,-2
13379,0
13380,-1
13381,-2
13382,-4
13383,-3
13384,0
13385,0
13386,0
13387,-1
13388,0
13389,0
13390,1
13391,-1
13392,-1
13393,0
13394,-1
13395,-1
13396,-1
13397,-1
13398,1
13399,-2
13400,-2
13401,-1
13402,1
13403,1
13404,-4
13405,-2
13406,0
13407,0
13408,-1
13409,-4
13410,0
13411,-1
13412,-1
13413,0
13414,0
13415,0
13416,1
13417,-2
13418,-5
13419,-2
13420,0
13421,-1
